carat,c0lor,clarity,prise,cut
0.58,I,VVS1,1805,Very Good
1,I,I1,1805,Fair
0.52,E,VS1,1806,Very Good
0.5,E,VS1,1806,Very Good
0.5,E,VS1,1806,Very Good
0.5,E,VS1,1806,Very Good
0.46,F,IF,1806,Very Good
0.46,F,IF,1806,Very Good
0.5,G,VVS2,1806,Very Good
0.5,G,VVS2,1806,Very Good
0.5,G,VVS2,1806,Very Good
0.5,G,VVS2,1806,Very Good
0.5,G,VVS2,1806,Very Good
0.5,G,VVS2,1806,Very Good
0.7,D,SI2,1806,Good
0.7,F,SI2,1806,Good
0.7,F,SI2,1806,Good
0.7,F,SI2,1806,Good
0.52,F,VS2,1806,Very Good
0.55,H,VVS2,1806,Very Good
0.7,D,NA,1806,Good
0.7,D,SI2,1806,Good
0.72,F,SI2,1806,Good
0.57,E,VS2,1807,Very Good
0.7,H,SI2,1807,Good
0.77,J,SI1,1807,Good
0.53,G,VS2,1807,Very Good
0.51,D,VS2,1807,Very Good
0.51,D,VS2,1807,Very Good
0.51,D,VS2,1807,Very Good
0.51,D,NA,1807,Very Good
0.5,D,VS1,1807,Very Good
0.53,D,VS2,1808,Very Good
0.71,G,SI2,1808,Good
0.6,D,VS2,1808,Good
0.7,H,NA,1808,Good
0.72,E,SI2,1808,Good
0.5,D,VS2,1808,Very Good
0.7,H,SI2,1808,Good
0.96,H,NA,1808,Fair
0.96,H,I1,1808,Fair
0.62,H,VS1,1808,Good
0.58,E,NA,1809,Very Good
0.58,E,VS2,1809,Very Good
0.52,H,VVS1,1809,Very Good
0.58,F,VS2,1809,Very Good
0.58,E,NA,1809,Very Good
0.53,D,VS2,1809,Very Good
0.54,G,VS1,1809,Very Good
0.55,F,VS1,1809,Very Good
0.67,F,SI1,1809,Good
0.67,G,SI1,1809,Good
0.76,J,SI1,1809,Good
0.79,G,SI2,1809,Fair
0.51,G,NA,1810,Very Good
0.51,D,VS1,1810,Very Good
0.57,D,SI1,1810,Very Good
0.58,F,VS2,1811,Very Good
0.67,G,SI1,1811,Good
0.7,H,NA,1811,Good
0.56,F,SI1,1811,Very Good
0.64,E,SI1,1811,Good
0.53,F,VS1,1812,Very Good
0.53,F,VS1,1812,Very Good
0.53,F,NA,1812,Very Good
0.53,F,VS1,1812,Very Good
0.53,F,VS1,1812,Very Good
0.58,E,SI1,1812,Very Good
0.61,E,SI1,1812,Good
0.51,D,VS2,1812,Very Good
0.51,E,VS2,1812,Very Good
0.51,F,VS1,1812,Very Good
0.59,F,VS2,1813,Good
0.54,F,VS1,1813,Very Good
0.51,G,VVS2,1813,Very Good
0.5,G,VVS2,1813,Very Good
0.53,D,VS1,1813,Very Good
0.51,G,VVS2,1813,Very Good
0.53,G,VS1,1813,Very Good
0.53,G,VS1,1813,Very Good
0.53,G,VS1,1813,Very Good
0.53,G,VS1,1813,Very Good
0.53,G,VS1,1813,Very Good
0.53,G,NA,1813,Very Good
0.53,G,VS1,1813,Very Good
0.53,G,VS1,1813,Very Good
0.53,E,VS2,1813,Very Good
0.53,E,NA,1813,Very Good
0.53,E,VS2,1813,Very Good
0.53,E,VS2,1813,Very Good
0.53,E,VS2,1813,Very Good
0.53,E,VS2,1813,Very Good
0.53,E,VS2,1813,Very Good
0.53,E,VS2,1813,Very Good
0.53,E,VS2,1813,Very Good
0.53,E,VS2,1813,Very Good
0.53,E,VS2,1813,Very Good
0.53,E,VS2,1813,Very Good
0.56,H,VVS2,1814,Very Good
0.72,H,SI2,1814,Good
0.7,I,VS2,1814,Good
0.7,G,SI2,1814,Good
0.7,G,SI2,1814,Good
0.54,F,VS2,1814,Very Good
0.7,G,SI2,1814,Good
0.72,J,VS2,1814,Good
0.47,G,IF,1814,Very Good
0.7,I,VS2,1814,Good
0.56,F,VS2,1814,Very Good
0.56,F,VS2,1814,Very Good
0.56,H,VVS2,1814,Very Good
0.56,F,VS2,1814,Very Good
0.6,D,SI1,1814,Good
0.56,F,VS2,1814,Very Good
0.56,D,NA,1814,Very Good
0.56,D,SI1,1814,Very Good
0.56,D,SI1,1814,Very Good
0.56,D,SI1,1814,Very Good
0.56,D,SI1,1814,Very Good
0.56,D,SI1,1814,Very Good
0.56,D,SI1,1814,Very Good
0.56,D,NA,1814,Very Good
0.56,D,SI1,1814,Very Good
0.56,D,SI1,1814,Very Good
0.54,H,VVS1,1814,Very Good
0.72,I,SI2,1814,Good
0.72,J,NA,1814,Good
0.56,F,VS2,1814,Very Good
0.5,F,VVS2,1814,Very Good
0.65,F,NA,1814,Good
0.54,F,VS1,1814,Very Good
0.7,G,SI2,1814,Good
0.57,G,VS1,1815,Very Good
0.57,G,VS1,1815,Very Good
0.7,J,SI1,1815,Good
0.7,J,SI1,1815,Good
0.52,G,VS1,1815,Very Good
0.52,G,VS1,1815,Very Good
0.52,G,VS1,1815,Very Good
0.52,G,VS1,1815,Very Good
0.52,G,VS1,1815,Very Good
0.52,G,VS1,1815,Very Good
0.52,G,VS1,1815,Very Good
0.52,G,VS1,1815,Very Good
0.52,G,VS1,1815,Very Good
0.52,G,VS1,1815,Very Good
0.52,G,VS1,1815,Very Good
0.52,G,VS1,1815,Very Good
0.52,G,VS1,1815,Very Good
0.52,G,VS1,1815,Very Good
0.52,E,VS2,1815,Very Good
0.52,E,VS2,1815,Very Good
0.52,E,VS2,1815,Very Good
0.52,E,NA,1815,Very Good
0.52,E,NA,1815,Very Good
0.52,E,VS2,1815,Very Good
0.52,E,VS2,1815,Very Good
0.52,E,VS2,1815,Very Good
0.52,E,VS2,1815,Very Good
0.52,E,VS2,1815,Very Good
0.52,E,VS2,1815,Very Good
0.52,E,VS2,1815,Very Good
0.52,E,NA,1815,Very Good
0.52,E,VS2,1815,Very Good
0.52,E,VS2,1815,Very Good
0.52,E,VS2,1815,Very Good
0.62,G,VS2,1815,Good
0.3,H,VS1,526,Fair
0.3,G,VS2,526,Fair
0.3,I,VVS2,526,Fair
0.3,E,SI1,526,Fair
0.3,G,VS2,526,Fair
0.3,H,VS1,526,Fair
0.3,I,VS1,527,Fair
0.35,I,VS2,527,Fair
0.27,H,VVS2,527,Fair
0.27,G,VS1,527,Fair
0.36,J,SI1,527,Fair
0.37,F,SI1,527,Fair
0.32,F,SI1,528,Fair
0.32,E,SI1,528,Fair
0.37,H,SI1,528,Fair
0.33,J,IF,529,Fair
0.3,I,VVS2,529,Fair
0.32,H,VS2,529,Fair
0.32,I,VS1,529,Fair
0.32,I,VS1,529,Fair
0.32,I,NA,529,Fair
0.28,E,SI1,529,Fair
0.38,I,SI1,529,Fair
0.32,D,NA,530,Fair
0.23,F,VVS2,530,Good
0.23,F,VVS2,530,Good
0.23,F,NA,530,Good
0.23,F,VVS2,530,Good
0.23,F,VVS2,530,Good
0.23,F,NA,530,Good
0.57,F,VS1,1815,Very Good
0.55,D,SI1,1815,Very Good
0.55,G,VS1,1815,Very Good
0.59,D,SI1,1816,Very Good
0.59,D,SI1,1816,Very Good
0.59,D,SI1,1816,Very Good
0.71,G,SI2,1816,Good
0.46,E,NA,1816,Very Good
0.55,E,VS2,1816,Very Good
0.57,G,VS2,1816,Very Good
0.71,E,SI2,1816,Good
0.64,F,SI1,1816,Good
0.57,G,VS1,1817,Very Good
0.7,J,SI1,1817,Good
0.54,D,VS2,1817,Very Good
0.54,D,VS2,1817,Very Good
0.7,H,SI2,1817,Good
0.7,H,NA,1817,Good
0.45,E,NA,1817,Premium
0.62,I,VS1,1818,Good
0.53,G,VVS2,1818,Very Good
0.53,G,VVS2,1818,Very Good
0.53,G,VVS2,1818,Very Good
0.31,F,IF,1818,Ideal
0.53,F,VS1,1818,Very Good
0.51,D,VS2,1818,Very Good
0.71,F,SI2,1818,Good
0.75,G,SI2,1819,Good
0.56,E,VS2,1819,Very Good
0.56,E,VS2,1819,Very Good
0.56,E,VS2,1819,Very Good
0.56,G,VS1,1819,Very Good
0.6,E,VS2,1819,Good
0.56,E,VS2,1819,Very Good
0.56,E,VS2,1819,Very Good
0.56,E,VS2,1819,Very Good
0.56,E,VS2,1819,Very Good
0.56,G,VS1,1819,Very Good
0.56,G,VS1,1819,Very Good
0.56,E,VS2,1819,Very Good
0.56,G,VS1,1819,Very Good
0.56,E,NA,1819,Very Good
0.56,E,VS2,1819,Very Good
0.56,E,VS2,1819,Very Good
0.56,G,VS1,1819,Very Good
0.56,E,VS2,1819,Very Good
0.52,E,VS1,1819,Very Good
0.56,H,VVS1,1819,Very Good
0.54,F,VS1,1819,Very Good
0.57,E,VS2,1819,Very Good
0.57,E,VS2,1819,Very Good
0.57,E,VS2,1819,Very Good
0.55,F,VS2,1819,Very Good
0.55,F,VS2,1819,Very Good
0.55,F,VS2,1819,Very Good
0.55,F,VS2,1819,Very Good
0.55,F,VS2,1819,Very Good
0.55,D,SI1,1819,Very Good
0.55,D,SI1,1819,Very Good
0.55,D,SI1,1819,Very Good
0.55,D,SI1,1819,Very Good
0.67,D,SI2,1819,Good
0.57,G,VS1,1819,Very Good
0.57,G,NA,1819,Very Good
0.5,D,VS2,1819,Very Good
0.5,D,VS2,1819,Very Good
0.5,D,VS2,1819,Very Good
0.6,H,NA,1820,Good
0.59,D,SI1,1820,Very Good
0.54,F,VS2,1820,Very Good
0.53,F,VS1,1821,Very Good
0.68,E,SI2,1821,Good
0.71,I,SI2,1821,Good
0.71,J,NA,1821,Good
0.63,G,VS2,1821,Good
0.61,G,VS2,1821,Good
0.61,H,NA,1821,Good
0.61,G,VS2,1821,Good
0.61,G,VS2,1821,Good
0.59,D,SI1,1821,Very Good
0.59,D,NA,1821,Very Good
0.52,E,VS1,1822,Very Good
0.52,E,VS1,1822,Very Good
0.52,D,VS2,1822,Very Good
0.52,D,VS2,1822,Very Good
0.52,D,VS2,1822,Very Good
0.52,D,VS2,1822,Very Good
0.52,D,VS2,1822,Very Good
0.52,D,VS2,1822,Very Good
0.52,D,VS2,1822,Very Good
0.52,D,VS2,1822,Very Good
0.52,D,VS2,1822,Very Good
0.52,D,NA,1822,Very Good
0.52,D,NA,1822,Very Good
0.52,D,VS2,1822,Very Good
0.52,D,VS2,1822,Very Good
0.52,D,VS2,1822,Very Good
0.52,D,VS2,1822,Very Good
0.52,D,VS2,1822,Very Good
0.52,D,VS2,1822,Very Good
0.56,G,VS1,1822,Very Good
0.69,H,SI1,1822,Good
0.69,H,SI1,1822,Good
0.54,E,VS1,1823,Very Good
0.62,G,VS2,1823,Good
0.56,G,NA,1824,Very Good
0.7,J,SI2,1824,Good
0.7,J,SI2,1824,Good
0.73,H,SI2,1824,Good
0.4,E,VVS1,1824,Premium
0.4,E,VVS1,1824,Premium
0.51,G,VVS2,1825,Very Good
0.53,D,VS2,1825,Very Good
0.52,E,VS2,1825,Very Good
0.54,E,VS2,1825,Very Good
0.53,D,VS2,1825,Very Good
0.53,D,VS2,1825,Very Good
0.71,H,SI2,1826,Good
0.57,E,VS2,1826,Very Good
0.71,J,VS2,1826,Good
0.51,D,VS1,1826,Very Good
0.7,J,SI2,1826,Good
0.53,G,VVS2,1827,Very Good
0.51,G,VVS2,1827,Very Good
0.51,G,VVS2,1827,Very Good
0.61,H,NA,1827,Good
0.43,E,NA,1827,Premium
0.7,J,NA,1827,Good
0.53,E,NA,1827,Very Good
0.75,J,SI1,1827,Good
0.65,E,SI2,1827,Good
0.7,J,SI1,1827,Good
0.87,G,I1,1827,Fair
0.65,I,VVS2,1828,Good
0.65,G,SI1,1828,Good
0.61,D,SI1,1828,Good
0.79,J,SI1,1828,Good
0.59,F,VS2,1828,Very Good
0.62,H,VS1,1828,Good
0.65,G,SI1,1828,Good
0.52,D,VS2,1828,Very Good
0.52,D,VS2,1828,Very Good
0.52,D,VS2,1828,Very Good
0.86,I,I1,1828,Fair
0.71,H,SI1,1828,Good
0.7,E,SI2,1828,Good
0.65,E,SI1,1828,Good
0.52,D,VS1,1829,Very Good
0.61,E,NA,1829,Good
0.54,G,VVS2,1829,Very Good
0.52,G,VVS1,1829,Very Good
0.58,D,SI1,1829,Very Good
0.53,E,VS1,1830,Very Good
0.7,H,SI1,1830,Good
0.53,F,NA,1830,Very Good
0.6,E,SI1,1830,Good
0.6,E,SI1,1830,Good
0.58,G,VS1,1830,Very Good
0.55,E,VS2,1831,Very Good
0.51,E,VS1,1831,Very Good
0.51,E,VS1,1831,Very Good
0.51,D,VS2,1831,Very Good
0.64,H,VS2,1831,Good
0.72,J,SI1,1832,Good
0.53,F,VS1,1832,Very Good
0.7,J,SI2,1832,Good
0.66,H,VS1,1832,Good
0.51,D,VS2,1832,Very Good
0.53,F,VS2,1832,Very Good
0.71,H,VS2,1832,Good
0.72,J,NA,1832,Good
0.55,F,VS1,1832,Very Good
0.62,F,VS2,1832,Good
0.52,G,VVS2,1833,Very Good
0.52,G,NA,1833,Very Good
0.52,G,VVS2,1833,Very Good
0.45,F,VVS1,1833,Premium
0.55,G,VS2,1833,Very Good
0.55,G,NA,1833,Very Good
0.76,J,SI2,1833,Good
0.47,E,VVS2,1833,Very Good
0.51,G,VS1,1833,Very Good
0.59,H,VVS2,1834,Very Good
0.59,F,VS2,1834,Very Good
0.46,E,VS1,1834,Very Good
0.46,E,VS1,1834,Very Good
0.46,E,VS1,1834,Very Good
0.52,D,VS1,1835,Very Good
0.52,G,VVS2,1835,Very Good
0.52,G,VVS2,1835,Very Good
0.59,D,SI1,1835,Very Good
0.59,D,SI1,1835,Very Good
0.7,J,NA,1836,Good
0.5,G,VVS2,1836,Very Good
0.54,I,IF,1836,Very Good
0.51,F,VS1,1836,Very Good
0.51,F,VS1,1836,Very Good
0.51,F,VS1,1836,Very Good
0.51,F,VS1,1836,Very Good
0.51,F,VS1,1836,Very Good
0.6,E,SI1,1836,Good
0.51,F,VS1,1836,Very Good
0.51,F,VS1,1836,Very Good
0.54,F,VS2,1836,Very Good
0.51,H,VVS1,1837,Very Good
0.57,G,VS1,1837,Very Good
0.56,G,VS1,1837,Very Good
0.57,G,VS1,1837,Very Good
0.59,I,VVS1,1837,Very Good
0.54,F,VS2,1837,Very Good
0.54,F,NA,1837,Very Good
0.51,E,VS1,1837,Very Good
0.5,F,SI1,1838,Very Good
0.55,G,VVS1,1838,Very Good
0.46,F,VVS1,1838,Very Good
0.59,E,VS2,1838,Very Good
0.51,D,VS1,1838,Very Good
0.5,G,VVS2,1838,Very Good
0.5,G,VVS2,1838,Very Good
0.5,G,VVS2,1838,Very Good
0.5,G,VVS2,1838,Very Good
0.5,G,VVS2,1838,Very Good
0.5,G,VVS2,1838,Very Good
0.5,G,NA,1838,Very Good
0.5,G,VVS2,1838,Very Good
0.5,G,VVS2,1838,Very Good
0.5,G,VVS2,1838,Very Good
0.5,G,VVS2,1838,Very Good
0.5,G,VVS2,1838,Very Good
0.5,G,VVS2,1838,Very Good
0.64,D,SI1,1838,Good
0.59,I,VVS1,1838,Very Good
0.59,E,VS2,1838,Very Good
0.5,H,VVS1,1838,Very Good
0.5,H,VVS1,1838,Very Good
0.5,H,NA,1838,Very Good
0.5,F,VS1,1838,Very Good
0.5,F,VS1,1838,Very Good
0.5,F,VS1,1838,Very Good
0.5,F,VS1,1838,Very Good
0.5,F,VS1,1838,Very Good
0.8,J,SI1,1838,Good
0.51,E,VS1,1839,Very Good
0.51,G,VVS1,1839,Very Good
0.71,G,SI2,1840,Good
0.52,E,VS1,1840,Very Good
0.59,H,VVS2,1840,Very Good
0.6,D,SI1,1840,Good
0.55,D,SI1,1840,Very Good
0.7,H,SI1,1840,Good
0.7,H,SI1,1840,Good
0.71,I,VS2,1840,Good
0.71,I,VS2,1840,Good
0.71,I,VS2,1840,Good
0.66,H,VS2,1841,Good
0.51,E,VS1,1841,Very Good
0.71,J,SI1,1841,Good
0.6,D,SI1,1841,Good
0.55,G,VS1,1841,Very Good
0.51,E,VS1,1841,Very Good
0.51,E,NA,1841,Very Good
0.62,G,VS2,1841,Good
0.62,G,VS2,1841,Good
0.62,G,VS2,1841,Good
0.65,F,SI1,1841,Good
0.52,F,VS1,1841,Very Good
0.5,H,VVS2,1842,Very Good
0.5,G,VVS2,1842,Very Good
0.54,D,VS2,1842,Very Good
0.51,G,VVS2,1842,Very Good
0.53,H,VVS1,1842,Very Good
0.52,D,NA,1842,Very Good
0.52,D,VS2,1842,Very Good
0.51,G,VVS2,1842,Very Good
0.51,G,VVS2,1842,Very Good
0.51,G,VVS2,1842,Very Good
0.51,G,VVS2,1842,Very Good
0.5,G,VVS1,1843,Very Good
0.5,G,VVS1,1843,Very Good
0.7,J,VS2,1843,Good
0.77,J,VS2,1843,Good
0.71,J,VVS2,1843,Good
0.7,J,VS2,1843,Good
0.7,J,VS2,1843,Good
0.7,J,VVS2,1843,Good
0.65,F,SI1,1843,Good
0.53,E,VS1,1844,Very Good
0.51,G,VVS2,1844,Very Good
0.7,J,VVS1,1844,Good
0.59,G,VS2,1844,Very Good
0.5,D,VS2,1844,Very Good
0.52,E,VS1,1844,Very Good
0.5,H,IF,1844,Very Good
0.5,H,IF,1844,Very Good
0.58,E,SI1,1844,Very Good
0.7,J,SI1,1844,Good
0.51,D,VS1,1845,Very Good
0.51,D,VS1,1845,Very Good
0.55,H,VVS1,1845,Very Good
0.55,H,VVS1,1845,Very Good
0.3,I,SI1,394,Fair
0.3,J,VS1,394,Fair
0.3,I,SI1,394,Fair
0.3,I,SI1,394,Fair
0.3,G,NA,394,Fair
0.3,I,SI1,394,Fair
0.3,J,VS1,394,Fair
0.3,F,SI2,394,Fair
0.3,J,VS1,394,Fair
0.3,J,VS1,394,Fair
0.3,F,SI2,394,Fair
0.3,J,VS1,394,Fair
0.3,G,NA,394,Fair
0.3,J,VS1,394,Fair
0.3,I,NA,394,Fair
0.3,F,NA,394,Fair
0.3,J,VS1,394,Fair
0.3,I,SI1,394,Fair
0.3,I,SI1,394,Fair
0.3,I,SI1,394,Fair
0.3,J,VS1,394,Fair
0.31,I,SI1,395,Fair
0.25,G,SI1,395,Fair
0.23,G,VVS1,395,Fair
0.31,J,VS2,396,Fair
0.31,J,VS2,396,Fair
0.26,G,VS2,397,Fair
0.24,I,VS1,397,Fair
0.26,G,VS2,397,Fair
0.26,H,SI1,397,Fair
0.23,F,VVS2,530,Good
0.23,F,VVS2,530,Good
0.23,F,VVS2,530,Good
0.23,E,VVS2,530,Good
0.23,E,VVS2,530,Good
0.23,E,VVS2,530,Good
0.23,E,VVS2,530,Good
0.23,E,VVS2,530,Good
0.23,E,VVS2,530,Good
0.23,E,VVS2,530,Good
0.23,D,VVS2,530,Good
0.23,D,VVS2,530,Good
0.23,D,VVS2,530,Good
0.23,D,VVS2,530,Good
0.23,D,NA,530,Good
0.23,D,VVS2,530,Good
0.23,D,VVS2,530,Good
0.23,D,VVS2,530,Good
0.23,D,VVS2,530,Good
0.23,F,VVS1,530,Good
0.23,F,VVS1,530,Good
0.23,E,NA,530,Good
0.23,E,VVS1,530,Good
0.23,E,VVS1,530,Good
0.23,E,VVS1,530,Good
0.23,E,VVS1,530,Good
0.23,E,VVS1,530,Good
0.23,E,VVS1,530,Good
0.23,E,VVS1,530,Good
0.23,E,VVS1,530,Good
0.59,E,VS2,1845,Very Good
0.5,D,VS2,1845,Very Good
0.5,D,VS2,1845,Very Good
0.5,D,VS2,1845,Very Good
0.5,D,VS2,1845,Very Good
0.5,D,VS2,1845,Very Good
0.5,D,VS2,1845,Very Good
0.5,D,VS2,1845,Very Good
0.5,D,NA,1845,Very Good
0.5,D,VS2,1845,Very Good
0.5,D,NA,1845,Very Good
0.5,D,VS2,1845,Very Good
0.5,D,VS2,1845,Very Good
0.5,D,VS2,1845,Very Good
0.5,E,VS2,1845,Very Good
0.5,D,VS2,1845,Very Good
0.56,D,VS2,1846,Very Good
0.54,H,VVS1,1846,Very Good
0.5,H,IF,1846,Very Good
0.54,H,VVS1,1846,Very Good
0.72,J,VS2,1846,Good
0.54,H,VVS1,1846,Very Good
0.54,H,VVS1,1846,Very Good
0.54,H,VVS1,1846,Very Good
0.54,H,NA,1846,Very Good
0.69,I,VS1,1846,Good
0.78,H,SI2,1846,Good
0.63,E,SI1,1846,Good
0.52,D,VS2,1847,Very Good
0.5,D,VS1,1847,Very Good
0.52,G,VVS2,1847,Very Good
0.54,E,VS2,1847,Very Good
0.54,G,VS1,1847,Very Good
0.57,F,VS2,1847,Very Good
0.57,F,VS2,1847,Very Good
0.57,D,SI1,1847,Very Good
0.57,D,SI1,1847,Very Good
0.57,D,SI1,1847,Very Good
0.54,G,VS1,1847,Very Good
0.54,G,VS1,1847,Very Good
0.54,G,NA,1847,Very Good
0.54,G,VS1,1847,Very Good
0.54,G,VS1,1847,Very Good
0.54,G,VS1,1847,Very Good
0.54,E,VS2,1847,Very Good
0.54,E,VS2,1847,Very Good
0.54,E,VS2,1847,Very Good
0.54,E,VS2,1847,Very Good
0.54,E,VS2,1847,Very Good
0.54,E,VS2,1847,Very Good
0.54,E,VS2,1847,Very Good
0.54,E,VS2,1847,Very Good
0.54,E,VS2,1847,Very Good
0.57,D,SI1,1847,Very Good
0.52,H,VVS1,1847,Very Good
0.57,D,SI1,1847,Very Good
0.54,D,VS1,1847,Very Good
0.55,G,SI1,1848,Very Good
0.7,D,SI2,1848,Good
0.55,D,NA,1848,Very Good
0.53,H,VS1,1848,Very Good
0.5,D,NA,1848,Very Good
0.7,I,SI1,1848,Good
0.56,E,SI1,1848,Very Good
0.5,F,VS1,1849,Very Good
0.51,D,VS1,1849,Very Good
0.54,F,VS1,1849,Very Good
0.52,G,IF,1849,Very Good
0.5,F,VVS2,1850,Very Good
0.62,G,VS2,1850,Good
0.57,E,VS2,1851,Very Good
0.57,E,VS2,1851,Very Good
0.57,G,VS1,1851,Very Good
0.57,G,VS1,1851,Very Good
0.57,E,VS2,1851,Very Good
0.57,G,VS1,1851,Very Good
0.57,E,VS2,1851,Very Good
0.57,E,VS2,1851,Very Good
0.57,G,VS1,1851,Very Good
0.57,E,VS2,1851,Very Good
0.57,E,VS2,1851,Very Good
0.57,E,VS2,1851,Very Good
0.7,F,SI2,1851,Good
0.7,F,SI2,1851,Good
0.51,E,VS1,1851,Very Good
0.51,E,VS1,1851,Very Good
0.53,E,VS2,1852,Very Good
0.53,E,VS1,1852,Very Good
0.54,G,VVS2,1852,Very Good
0.51,G,VS1,1852,Very Good
0.51,G,VS1,1852,Very Good
0.55,F,NA,1853,Very Good
0.65,F,VS2,1853,Good
0.57,E,VS2,1853,Very Good
0.72,J,SI1,1853,Good
0.71,J,SI1,1853,Good
0.55,G,VS2,1854,Very Good
0.5,D,VS2,1854,Very Good
0.7,J,VS1,1855,Good
0.56,G,VS1,1855,Very Good
0.53,F,VS1,1856,Very Good
0.7,I,SI1,1856,Good
0.7,H,SI2,1856,Good
0.55,G,VS1,1856,Very Good
0.55,E,VS1,1857,Very Good
0.59,E,VS2,1857,Very Good
0.53,D,VS2,1857,Very Good
0.53,D,VS2,1857,Very Good
0.53,D,VS2,1857,Very Good
0.53,D,VS2,1857,Very Good
0.53,D,NA,1857,Very Good
0.53,D,VS2,1857,Very Good
0.53,D,VS2,1857,Very Good
0.53,D,VS2,1857,Very Good
0.53,E,VS2,1857,Very Good
0.53,D,VS2,1857,Very Good
0.53,D,VS2,1857,Very Good
0.53,D,VS2,1857,Very Good
0.53,D,VS2,1857,Very Good
0.53,D,VS2,1857,Very Good
0.53,D,NA,1857,Very Good
0.53,D,VS2,1857,Very Good
0.55,F,NA,1857,Very Good
0.5,G,SI1,1857,Very Good
0.52,G,VVS2,1858,Very Good
0.5,G,VVS2,1858,Very Good
0.5,G,VVS2,1858,Very Good
0.75,D,SI2,1858,Good
0.72,I,SI1,1858,Good
0.51,G,VVS2,1859,Very Good
0.76,J,SI1,1859,Good
0.75,J,SI1,1859,Good
0.64,E,SI1,1859,Good
0.48,G,IF,1859,Very Good
0.52,D,VS1,1860,Very Good
0.7,E,SI2,1860,Good
0.61,G,VS2,1861,Good
0.71,J,SI1,1861,Good
0.6,G,VS2,1861,Very Good
0.6,G,VS2,1861,Very Good
0.59,F,VS1,1861,Very Good
0.65,E,SI1,1862,Good
0.58,E,VS2,1862,Very Good
0.6,E,SI1,1863,Very Good
0.69,H,NA,1863,Good
0.83,H,SI2,1863,Fair
0.57,D,VS2,1864,Very Good
0.72,J,NA,1864,Good
0.72,J,SI1,1864,Good
0.72,J,SI1,1864,Good
0.56,E,VS2,1864,Very Good
0.49,G,IF,1865,Very Good
0.53,G,VVS2,1865,Very Good
0.5,G,VVS1,1865,Very Good
0.5,G,NA,1865,Very Good
0.5,G,VVS1,1865,Very Good
0.55,F,VS2,1865,Very Good
0.57,D,VS2,1865,Very Good
0.47,H,IF,1865,Very Good
0.47,H,IF,1865,Very Good
0.7,H,SI1,1865,Good
0.7,H,SI1,1865,Good
0.7,H,SI1,1865,Good
0.58,F,NA,1865,Very Good
0.74,E,NA,1865,Good
0.56,D,SI1,1865,Very Good
0.74,G,SI1,1865,Good
0.74,G,SI1,1865,Good
0.72,G,SI2,1866,Good
0.72,J,SI1,1866,Good
0.59,I,IF,1866,Very Good
0.54,F,VS1,1866,Very Good
0.6,F,VS2,1866,Very Good
0.67,H,NA,1867,Good
0.55,D,VS2,1867,Very Good
0.5,G,VVS2,1867,Very Good
0.53,G,VVS2,1867,Very Good
0.7,I,VS2,1867,Good
0.7,I,NA,1867,Good
0.38,D,VVS1,1867,Premium
0.61,I,NA,1867,Good
0.54,G,VVS2,1868,Very Good
0.44,E,VVS1,1868,Premium
0.57,G,VS1,1868,Very Good
0.54,G,VS1,1868,Very Good
0.52,D,VS2,1868,Very Good
0.52,D,VS2,1868,Very Good
0.52,D,VS2,1868,Very Good
0.71,J,NA,1869,Good
0.58,F,VS2,1869,Very Good
0.57,F,VS2,1869,Very Good
0.75,J,VS1,1869,Good
0.59,H,VVS1,1870,Very Good
0.51,F,NA,1870,Very Good
0.62,I,VVS1,1871,Good
0.51,G,VVS1,1871,Very Good
0.57,F,VS1,1871,Very Good
0.63,G,VS2,1871,Good
0.55,F,NA,1871,Very Good
0.55,F,VS2,1871,Very Good
0.58,G,VVS2,1872,Very Good
0.51,G,NA,1872,Very Good
0.52,F,VS1,1872,Very Good
0.47,E,VS1,1872,Very Good
0.52,F,VS1,1872,Very Good
0.52,H,VVS1,1872,Very Good
0.52,F,VS1,1872,Very Good
0.52,F,VS1,1872,Very Good
0.52,F,VS1,1872,Very Good
0.52,F,VS1,1872,Very Good
0.64,G,VS2,1873,Good
0.51,D,VS1,1873,Very Good
0.51,D,NA,1873,Very Good
0.51,D,VS1,1873,Very Good
0.53,E,VS1,1874,Very Good
0.7,J,VS2,1874,Good
0.7,J,VS2,1874,Good
0.7,J,VS2,1874,Good
0.7,I,SI2,1874,Good
0.52,E,NA,1875,Very Good
0.71,I,SI2,1875,Good
0.51,G,NA,1875,Very Good
0.51,G,VVS2,1875,Very Good
0.51,G,VVS2,1875,Very Good
0.51,G,VVS2,1875,Very Good
0.51,G,NA,1875,Very Good
0.51,G,VVS2,1875,Very Good
0.51,G,VVS2,1875,Very Good
0.51,G,VVS2,1875,Very Good
0.51,G,VVS2,1875,Very Good
0.51,G,VVS2,1875,Very Good
0.51,G,VVS2,1875,Very Good
0.51,G,VVS2,1875,Very Good
0.51,G,VVS2,1875,Very Good
0.51,G,VVS2,1875,Very Good
0.51,G,VVS2,1875,Very Good
0.6,E,NA,1875,Very Good
0.54,H,VVS1,1875,Very Good
0.51,F,VS2,1875,Very Good
0.6,F,VS2,1875,Very Good
0.59,E,VS2,1875,Very Good
0.7,G,SI2,1875,Good
0.72,J,VS1,1875,Good
0.7,I,SI2,1876,Good
0.57,G,VS1,1876,Very Good
0.58,H,VS2,1876,Very Good
0.58,D,VS2,1876,Very Good
0.51,H,VVS2,1877,Very Good
0.51,G,VVS2,1877,Very Good
